ID,PRE_POST,Mean,Variance,MESOR,Amplitude,Phase,Period,F,p,IS,IV,RA,source,sensor_flag,pct_zero,longest_zero_run_hours
73,PRE,2.838671875,7.832283174075896,2.8859499827877473,1.1636444038484781,285.8882481955941,24.0,5.982303166596415,0.0033025827967224555,0.16508320994603487,0.7674268633906196,0.4085317338882426,73,True,21.88,23.0
73,POST,1.1775322785961082,5.026862806673436,1.177323939502858,0.270331800528295,291.0651062526697,24.0,13.420588609887199,1.5587024872554273e-06,0.017383696416562767,0.4490804942767474,0.2349891564554579,73,True,71.47,1586.0
74,PRE,1.2805989583333335,3.2175143365868326,1.3021172510821248,1.1133380617164088,315.60725621536255,24.0,14.691832309482715,1.8590527494445465e-06,0.3336578030623653,0.8408649808123527,0.7375967516812585,74,True,22.66,23.0
74,POST,0.676845238095238,1.7742647878633133,0.6741078780565857,0.5309313337615094,277.0042318809526,24.0,48.15799760741174,8.674834717776795e-21,0.1293600693174492,0.6503223996411114,0.6872206365447787,74,True,65.0,622.0
75,PRE,0.006111936070330107,0.022687026235739326,0.006111936070330107,0.004007692542859581,145.93092006943783,24.0,37.91604826205736,3.4370376153779645e-17,0.000523348584598121,0.33502821202528404,0.6076665039293196,75,True,99.7,213401.0
75,POST,0.8117203127841425,3.3271851676533686,0.8111540660486911,0.5436022855812802,277.6782649627286,24.0,85.13648581133921,7.233108829400209e-37,0.05912439003134505,0.5204474352901914,0.6048930262486104,75,True,70.4,2282.0
76,PRE,0.005032406888565131,0.016854550281429532,0.005032406888565132,0.004392715497509104,148.74310904052467,24.0,61.327568258952,2.362653652938906e-27,0.0007754945458494772,0.3621912742302646,0.7678852312998654,76,True,99.72,213518.0
76,POST,0.30189125295508273,0.9842244046025648,0.3016832712687678,0.20873568886366495,280.1025519356711,24.0,41.47246297300085,1.5475136857760543e-18,0.030434138891675285,0.5477287097364482,0.6213661427660458,76,True,85.98,2501.0
77,PRE,0.009488374984458536,0.044730038174747314,0.009488435674017002,0.004007130992130378,128.18623425755968,24.0,19.251831698507264,4.363009230769719e-09,0.0003458811933015716,0.3463322338390824,0.46562409374563657,77,True,99.72,213875.0
77,POST,1.315734989648033,3.3673252117280614,1.3154707900610874,0.6309594648261132,253.1580262718382,24.0,35.36093345033453,1.278551477796649e-15,0.17230884153069692,0.5511450730313687,0.4954286988516,77,False,6.65,5.0
78,PRE,3.8121794871794874,10.390399090157155,3.8932144183459507,1.7579389771730793,297.67858420388063,24.0,13.397954027928224,4.3474990083262535e-06,0.32170872657488936,0.8364074529439627,0.37584212317114674,78,False,1.92,1.0
78,POST,2.3904444444444444,9.130625667090216,2.3836267542329628,1.6362284593358116,277.0031535032564,24.0,134.92781292669773,8.333127100841136e-55,0.2399575422662876,0.6528149969304555,0.6383194004815621,78,True,35.62,528.0
79,PRE,2.7134615384615386,5.840082850840915,2.792476934788639,1.619279008727758,271.015097125025,24.0,22.191975307715214,3.447775040412902e-09,0.37899012741041993,1.4252672622751934,0.5377507202261238,79,False,3.21,1.0
79,POST,2.0950687830687826,9.374259869259955,2.089633709281552,1.257318254630268,270.869943068714,24.0,72.30776262809015,9.092670904863736e-31,0.19938929444646664,0.6903389813938395,0.5974800848516693,79,True,37.78,528.0
80,PRE,3.243162393162393,5.913626780626781,3.342311196004057,2.0961207222819804,293.1029033401633,24.0,45.35699988354456,3.408301038093583e-16,0.6323831563601923,1.0502322920158063,0.5841013824884792,80,False,1.92,2.0
80,POST,1.8427407407407408,4.819878089949331,1.8378668486563847,1.2392477210483956,283.93770508306017,24.0,148.89276929060821,6.072195184214814e-60,0.2028915314710999,0.4246183107010652,0.5806810656973386,80,True,36.44,529.0
81,PRE,3.361965811965812,9.812558404558406,3.471077329568727,2.2633812276177316,288.5077498897189,24.0,27.08844915550409,8.487561852227391e-11,0.48858512503897855,0.8544167855680053,0.6651686337099416,81,False,3.85,1.0
